jeu,Username,Note,Title,Content,serie,jeu_serie,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score,Compound Sentiment Score,type
Duke: Nuclear Winter,Antevre,6,L'étrange Noël du Duke,"J’ai fait Nuclear Winter avant Life’s a Beach, du coup je peux pas vraiment comparer en terme de qualité, du coup j’ai été agréablement surpris de cette extension.Donc en fait le père Noël a été enlevé (ou un truc comme ça) par les aliens repoussés sans cesse par Duke Nukem, accompagnés cette fois… du mouvement féministe des elfes. Car oui, les elfes du père Noël sont des femmes, et elles ont décidé de prendre le pouvoir, aidées des fameuses créatures de l’espace qu’on dérouille à tour de bras.Ce synopsis dérangé a de quoi plaire. Pourtant les premières minutes du jeu sont plutôt énervantes : on refait purement et simplement les deux premières missions du jeu à l’envers en version enneigée, avec en prime une difficulté plutôt corsée (ce qui n’est pas pour me déplaire toutefois). Donc déjà c’est énervant, surtout que le deuxième de ces niveaux est plutôt mal pensé, j’ai tourné en rond pendant très longtemps avant de comprendre ce qu’on attendait de moi (et franchement je comprends pourquoi, la solution de ce niveau est débile). Puis ça commence à aller mieux, parce qu’on s’enfonce enfin dans le délire avec les niveaux exclusifs. Ce sont pas les plus inspirés (il y en a de meilleurs dans l’extension à Washington), mais ça va dans l’ensemble. Ce qui m’a beaucoup plu (avant de réaliser que c’était la même chose en mieux dans Life’s a Beach), c’est que cet épisode se dote de ses propres skins en lien avec Noël, et qu’on a droit à quelques nouveaux ennemis : les gros balèzes en soucoupe volante qui balancent des missiles sont remplacés par des bonshommes de neige qui envoient le même rayon que le freezethrower, y a d’autres bonshommes de neige immobiles qui balancent des boules de neige qui dérangent la visée et blessent et il y a les elfettes, dont il existe deux modèles : l’un tire au fusil à pompe, l’autre à la mitraillette, les deux sont très rapides mais plus fragiles que leurs équivalents aliens, mais également moins facile à viser. Il est également à noter que les deux types d’elfes laissent tomber des cadeaux, celles avec le fusil à pompe des munitions, l’autre de la vie ou de l’armure.Donc Nuclear Winter est pas mal du tout, vraiment. Les niveaux sont moins inspirés, et comparé à Life’s a Beach il s’agit d’une extension plutôt paresseuse, mais ça se joue avec plaisir.",DN 1997,DN,0.006,0.004,0.991,0.2023,POSITIF
Duke: Nuclear Winter,pHSult,7,"Duke Nukem 3D: Nuclear Winter, mission: sauver le Père Noël ... euh quoi ?","Duke Nukem 3D: Nuclear Winter est une extension officielle pour Duke Nukem 3D. Dans cette extension, Duke doit sauver .... le Père Noël, en effet un groupe d'elfes pas contents ont aidé les aliens à hypnotiser notre cher Santa. Et oui, voilà pourquoi Nuclear Winter est mal aimé.Déjà, pourquoi ? Comment ? OH ALLO ? En plus des aliens, on combat des bonhommes de neige et des elfes. C'est un sacré bordel et ça casse l'ambiance de Duke Nukem 3D, c'est pour cela que cette extension est très mal reçue. Combattre avec Duke en écoutant des musiques de Noël, c'est un choix vraiment étrange .... et pourtant ! Le level design, bien qu'il soit simple, est plaisant à parcourir, et les elfes peuvent laisser tomber des cadeaux en mourant, cadeaux donnant des munitions, sympa. Il y a même quelques références à DOOM et même à Mario !Le seul gros défaut pour moi (à part le level design assez rudimentaire) est la difficulté, Nuclear Winter est vraiment pas facile, je trouve que ce n'est pas une difficulté fair-play. Nuclear Winter était disponible sur la Megaton Edition sortie en 2013 par 3DRealms, cependant 3DRealms n'avait pas du tout les droits alors en 2016, Gearbox a retiré de la vente cette édition. C'est pourquoi je recommande le source port non officiel EDuke32 si vous voulez jouer à cette extension.Conclusion ? On peut croire à une blague mais non, Nuclear Winter est bel et bien une extension officielle rejetée par beaucoup. Un bon délire sympatoche à faire.",DN 1997,DN,0.0,0.034,0.966,-0.835,NEGATIF
Duke à Washington,Antevre,7,Antevre,"Duke it out in D.C., c'est une des extensions de Duke Nukem 3D, et ma foi c'est plutôt pas mal.Duke part à la rescousse du président, enlevé par ces envahisseurs toujours aussi collants. Il arpente donc les lieux les plus emblématiques de Washington en démolissant de l'alien à l'aide de tout son arsenal !Si l'idée de base est amusante, faire du tourisme à Washington à coups de bazooka, l'exécution n'est pas toujours parfaite, le level design étant moins soigné que dans le jeu de base. Pourtant il serait triste de bouder son plaisir, ces quelques heures de jeu supplémentaires raviront le fan du premier épisode.Il est un peu triste néanmoins qu'il ne propose ni nouveaux ennemis, ni nouvelles armes, ni nouveaux mécanismes de gameplay... Finalement, il ne s'agit que d'un map pack sympathique.",DN 1997,DN,0.019,0.011,0.97,0.2714,POSITIF
Duke à Washington,Jopopoe,7,Une add-on un peu fade,"Si l'on retrouve avec plaisir l'ambiance originale du jeu après un décevant Carribean Duke, ainsi que des niveaux reproduisant des lieux réels de Washington D.C., le level design n'est malheureusement pas au niveau de Duke Nukem 3D et certains niveaux trop vastes vous feront tourner en rond un moment avant de trouver quoi faire. Un peu du gâchis dans un jeu nerveux comme Duke Nukem !",DN 1997,DN,0.0,0.0,1.0,0.0,NEUTRAL
Duke à Washington,pHSult,7," Duke Nukem 3D: Duke It Out In D.C., allons sauver le président !","Duke It Out In D.C. est une extension officielle du jeu Duke Nukem 3D où Duke doit sauver le président des États-Unis d'une invasion alien sur Washington. Il n'y a pas de nouveaux ennemis ni de nouvelles armes, c'est du 100% vanilla. Contrairement au jeu de base, le level design de cette extension, bien qu'il y ait de l'idée, est énervant. Certains objets sont vraiment cachés honteusement et certains niveaux ne sont pas intéressants à parcourir. Comme le niveau dans le musée, c'est un vrai labyrinthe pas amusant du tout à parcourir. Les niveaux sont aussi très (trop) simples, l'équipe derrière cette extension n'avait clairement pas le savoir faire de l'équipe originale.Duke It Out In D.C. était disponible sur la Megaton Edition sortie en 2013 par 3DRealms, cependant 3DRealms n'avait pas du tout les droits alors en 2016, Gearbox a retiré de la vente cette édition. C'est pourquoi je recommande le source port non officiel EDuke32 si vous voulez jouer à cette extension.Alors est ce que Duke It Out In D.C. est une catastrophe ? Pas du tout, comme je l'ai écrit avant, il y a de l'idée et des choses sympas à voir (comme les monuments et lieux iconiques de Washington DC) mais le level design pauvre et tordu fait mal à la tête et gâche la joie. A faire si vous adorez vraiment le jeu de base sinon passez votre chemin. ",DN 1997,DN,0.0,0.037,0.963,-0.7845,NEGATIF
Duke Nukem: Time to Kill,mavhoc,8,Gonzesses et porcs au programme,"Duke Nukem : Time to Kill est un des 3 premiers jeux de PS1 auxquels j'ai joué, à partir de ce constat on peut déjà imaginer que mes parents étaient peu regardant sur la limite d'âge ... Pourtant, en plus de la simple nostalgie, un constat s'impose à moi ... CE JEU EST BON !En 1998, c'est clairement dans le top de ce qui sortais. En terme de durée de vie, nous avons 15 niveaux, et c'est pas du niveau de PS2/PS3 qui se finit une main dans le slip en 3minutes, non là, vous allez devoir passer entre 15 et 30 minutes par niveau. Pourquoi ? Parce qu'il n'y a pas de mini-map. A l'époque, c'était encore très rare, et donc très vite on doit réapprendre à se diriger, à comprendre l'univers, à gérer les munitions aussi. Car oui, Duke Nukem n'a pas de munitions infinis, même si franchement, les items étant très présents, ce n'est jamais trop un soucis.Beaucoup n'aimeront pas les codes de l'époques, notamment en terme de son : la bande-son est quasiment absente. C'est vrais que sur certains niveaux, cela fait particulièrement vide. Heureusement, Duke a toujours le mot pour rire et des remarques arriveront souvent pour mettre de l'ambiance bien fun au jeu.Globalement, le jeu est marrant, pas trop prise de tête, il est bien conçu, contenant des dizaines de passages secrets, de bonus, d'armes supplémentaires. Bref, pour le connaître par coeur c'est pas pour tout de suite. De nombreuses blagues sont mises afin de vraiment faire rire le joueur. Quant au gameplay, il est varié et très diversifié.La maniabilité est également très bonne pour l'époque, les points forts de Tomb Raider sans les points faibles (les sauts).Le seul défaut reste le bestiaire, très faible au final. Même si les porcoflics changeant d'habits selon l'époque, ça reste limite. Globalement, on manque vraiment d'ennemi. En tout et pour tout, nous avons le droit à 8 ennemis différent, et encore, je compte les chauves-souries ... Heureusement, le jeu est quand même pas mal résistant et les 4 niveaux de difficultés offrent du challenge.Autre défaut : la cinématique de fin est très décevante, surtout comparé à l'opening du début, véritable moment de jouissance visuelle et sonore !Bref, Duke Nukem : Time to Kill n'est pas révolutionnaire mais arrive à prendre tous les points forts des jeux de l'époque. Du fun en veux-tu en voilà est au programme. Clairement on ne s'ennuie pas et l'achat est plus que rentabilisé. Une bonne licence, pas prise de tête !",DN 1998,DN,0.027,0.034,0.939,-0.4359,NEGATIF
Duke Nukem: Time to Kill,_Akiletour_,7,Duke nukem raider,"Duke nukem time to kill sorti fin 1998 en europe est le premier épisode de la franchise à etre sorti sur ps one, et non dévellopée par le studio 3D realms en charge du cultissime duke nukem 3D, mais par n-Space(studio dont j'ignorais jusque là l'existence) qui a l'inverse d'un gameplay FPS héritée du précédent opus à opté pour un gameplay doté d'une caméra à la troisième personne et une progréssion typée action/aventure à la tomb raider avec différents niveaux remplis d'énigmes et de phases de plates-formes et de combats dans des environnements tout en 3D.Niveau gameplay, duke au début se prends assez difficilement en main avec des déplacements ultra-rigides typiques des productions ps one de l'époque qu'il faudra apprivoiser, avec des sauts assez imprécis dans les phases de plates-formes(duke ne saute pas avec la meme grace et n'as évidemment pas autant d'agilité que miss croft) qui risque fortement de vous faire criser dans certains niveaux, la relative lenteur du personnage ou encore l'impossibilité de straffer en combats etc..Combats qui sont d'ailleurs assez bordéliques et difficiles au début, les énnemis étant particulièrement aggréssifs(et ce meme en mode ""pas mal"")Honnetement les premières heures passées sur ce jeu m'ont pas mal rebutés, mais cela dit une fois le gameplay apprivoisés(il m'as fallu une petite heure pour bien prendre le titre en main) on éprouve vraiment du plaisir à parcourir des niveaux assez bien construits dans l'ensemble, et on ressent une vrai jouissance à éliminer de l'alien crétins au shotgun, avec un arsenal varié et délirant.Graphiquement le jeu à des décors assez variés(le jeu se déroulant sur plusieurs époques de l'histoire telles que la rome antique, le far-west, ou l'europe médievale) et plaisants à l'oeil meme si un peu vides par moment.Coté sonore, les musiques sont très discrètes et pas franchement inoubliable, certaines s'apparante à des musiques dont meme un ascenseur en fin de vie ne voudrait pas, et la qualitée de la VF est aussi très relative, car meme si il est toujours plaisnat d'entendre duke balancer ses répliques à la fin d'un combat ou à la découverte d'une nouvelle salle, il m'as semblé que son doubleur manquait clairement de conviction et à une voie trop aigue à mon sens pour duke et des babes qui sont totalement à coté de la plaque.Le jeu à une durée de vie convenable, il m'as fallut quasiment une douzaine d'heures en prenant mon temps, et la difficultée parfois abusés de certains passages( l'arene des gladiateurs) à considérablement ralentie mon avancée sur le jeu sachant que le jeu dispose aussi d'un mode multi à deux que je n'ais jamais éssayé mais qui doit etre bien sympathique je présume.En bref, duke nukem time to kill est un jeu qui porte bien son titre, car il est idéale quand vous avez du ""temps à tuer""(time to kill), il s'agit d'un épisode bien sympa de la franchise avec son lot d'humour et de fun, mais qui ne risque certainement pas de vous laisser des souvenirs impérrissables et que je conseille plutot au fans de la licence qui risqueront à coup sur d'adorer ce jeu, en ce qui me concerne je pense objectivement qu'il n'est pas un indispensable, car je ne connais que peu la saga n'ayant fait que duke nukem forever et projet manhattan auparavant, et il ne m'est apparu que comme un jeu d'action/aventure sympatoche mais tout à fait générique, dommage.",DN 1998,DN,0.01,0.042,0.947,-0.9485,NEGATIF
Duke Nukem Forever,Vnr-Herzog,3,"Fail to the King, Baby","Sorti en 1996 Duke Nukem 3D avait su marquer le genre du Doom-like (et oui, dans le temps on ne disait pas encore FPS) grâce à un mélange entre gameplay bourrin et ambiance survoltée et absolument pas subtile. Un titre instantanément culte qui fut un des sujet de discussion favoris des cours de récrée de l'époque. Auréolé de ce succès 3D Realms décida de mettre en chantier une suite. Un chantier de 14 ans qui passa entre bien des mains, qui traversa bien des blagues et des redressements judiciaires avant d'atterrir dans le giron de Gearbox.La première chose que l'on peut dire sur DNF, car c'est ce que l'on remarque en premier, c'est qu'il est visuellement immonde. Oui, immonde, il n'y a pas de mot plus juste pour qualifier le gloubi-boulga visuel qui s'offre à nous. Textures atroces, modélisations à la machette, animations pauvres, effets ridicules, gestion de la lumière basique... le retard technique accumulé depuis 1997 nous saute littéralement à la tronche. Certains ennemis se résument à de gros blocs informes et marrons quel seuls les connaisseurs réussiront à identifier via leurs souvenirs et non grâce à l'absurde représentation que nous offre le jeu. Même poussé en Ultra sur PC le jeu fait simplement pitié à voir. Evidemment la direction artistique, dont le crédo est le mauvais goût, n'aide pas toujours.Les jeux moches (enfin... très moches) ne font pas forcément de mauvais jeux .L'année 2010 nous l'a largement prouvé avec Alpha Protocol ou Fallout : New Vegas par exemple. Alors pourquoi n'en serait-il pas de même en 2011 ?Tout simplement parce qu'une fois la souris en main Duke Nukem Forever se révèle être également pénible à jouer.En 14 ans le Doom-Like a changé, le jeu vidéo a changé et Duke Nukem Forever essaye de raccrocher les wagons. Qu'on ne s'y trompe pas, ceux qui affirment que DNF est un pur jeu Old School ont simplement tort : barre de vie qui remonte toute seule, gestion limitative des armes, scénarisation importante, intervention régulière de scripts, alternance de gameplays, level design en couloirs, séquences dialoguées (le début est d'ailleurs particulièrement atroce à ce niveau là) à répétition... ils présente toutes les caractéristiques du FPS post Half-Life.Problème : presque tout ce qu'il fait, il le fait mal. Le level design, tout d'abord, est sans inspiration. A part une poignée de niveaux plus recherchés que les autres, les deux seuls règles sont : le vide et l'étroitesse. Ainsi les couloirs de 1m sur 2 sont en alternance avec des étendus plus vastes mais complètement vides ( tout au plus y voit-on 2 cactus que se chamaillent) et là encore parfaitement linéaires. Le jeu est en réalité une succession d'arènes qu'il faut nettoyer pour avoir le droit de passer à la suite. Pas spécialement problématique en soit ce choix le devient lorsque le level design n'arrive pas à le camoufler correctement. Ainsi voit-on certains mécanismes qui bloquent le passages mais avec lesquels on ne peut mystérieusement pas interagir. Mais une fois la salle vidée, miracle, on peut les activer.Plus lourd encore sont les barrières arbitraires qui jalonnent certains niveaux. Ainsi on mourra inévitablement en tombant dans un lac à un endroit donné puis, sans raison apparente, Duke aura appris à nager 20 mètres plus loin parce que le level design a décidé de faire passer le chemin par le lac. Absurde.Mais le pire n'est pas là, non non non. Le pire intervient lorsque la fin d'une arène se ponctue par un script horriblement mal intégré. Ainsi on ne sait pas vraiment quand on est censé passer à la suite car le script final (qui débloque donc le passage vers la zone suivante) arrive souvent 10 à 15 secondes après la fin de la fusillade. Un temps suffisamment long pour que le joueur se demande si le jeu n'a pas buggué et pour qu'il commence à revenir en arrière pour trouver l'hypothétique chemin. Evidemment tout bon script foireux qui se respecte se doit de ne jamais attirer l'attention du joueur sur lui, histoire qu'il le loupe et qu'il découvre par hasard (et 2 minutes après) qu'un mur s'est écroulé, sans raison apparente, derrière lui.Ainsi Duke Nukem Forever est un jeu au rythme incroyablement poussif et boiteux, si bien qu'on s'emmerde beaucoup. Le problème des scripts qui ne s'enchainent pas bien ne serait qu'une anecdote si les 2/3 tiers des niveaux n'étaient pas constitués de phases au gameplay bancal. Ainsi on se coltine d'affreux moments dans des véhicules-savonnettes répondant à un moteur physique mou du genou ou d'interminables séquences de rail-shooting au rythme anémique où les cibles arrivent mollement par paquet de 1... Déjà que lorsque c'est rythmé et bien pensé le rail-shooting dans un FPS c'est chiant mais là c'est simplement miteux.Pour finir certains autres niveaux sont constitués de puzzle simpliste et sans intérêts mais qui occupent pourtant tout le déroulement du stage.Le plus gros problème du jeu vient donc du fait que les séquences de FPS ""pures"" sont extrêmement rares. Dommage car ce sont encore les parties les mieux réglées du jeu. L'impact de certaines armes est sympa (le fusil à pompe, le mini lance-roquette alien) et la gestion limitée des armes (seulement 2 en plus des pipe-bomb et des mines laser) encourage à changer régulièrement son arsenal.Ces phases de shoot à pied donnent un peu de sensations (le niveaux où on est minuscule dans la cuisine ou quelques moments western sortent un peu du lot) mais ne sont pas exemptes de défauts non plus, loin de là. Pour le coup d'IA est restée très old school: aucune initiative, elle se contente d'avancer et de tirer, peut importe les conséquences. Une lacune pardonnable lorsque l'on subit des vagues ininterrompues de cinquantaines d'ennemis en simultané... une lacune qui l'est beaucoup moins lorsqu'ils sont au maximum 3/4 à la fois et qu'ils nous tombent dessus dans un couloir minuscule.Les combats de boss sont à l'avenant : se mettre loin et vider son lance-roquette avant d'aller à l'autre bout de l'arène pour recharger et recommencer.Des combats de boss qui sont d'ailleurs amenés sans aucune finesse puisqu'il y aura immanquablement des dizaines de lance-roquette au sol lorsqu'on arrive dans la zone (et oui, puisqu'on est limité à 2 armes et qu'ils ne sont vulnérables qu'aux explosifs il faut bien faire en sorte que le joueur puisse les tuer). Comme Duke a évolué avec son temps il y a aussi l'inévitable QTE pour achever le gros vilain.Hideux, peu convaincant dans son gameplay Duke a toujours sa personnalité pour lui, non ? Réponse : oui et non. Oui car il y a du nichon à la moindre occasion et des grossièreté en cascades. Voir Duke Tendre un gros doigt d'honneur à un boss agonisant c'est toujours sympa. Entendre Duke sortir des répliques de Commandos juste après un Head-Shot ça fait toujours plaisir. Forcément certaines références sont bien trouvées ( ""I hate valve puzzle"" )Mais l'enrobage débilo-lourdingue, même si assumé, ne suffit pas à garder l'attention tant le reste du titre est lamentable. C'est d'autant plus gênant que cet aspect là semble être le seul ayant bénéficié d'un peu de travail, même si certains gags tombent à plat.En fait Duke Nukem c'est un peu comme retrouver un vieux copain de beuverie has been mais qui se croit encore super drôle alors qu'il est plutôt embarrassant à force d'en faire toujours trop. Peut être que le monde à changer, peut être qu'on a tout simplement grandi aussi mais aujourd'hui les insultes et les nichons ne sont plus l'apanage de Duke et force est de constater que ce n'est plus franchement l'hilarité en continue. Sûrement aussi qu'avec un bon jeu collé à cet esprit l'ensemble aurait eu une toute autre saveur. J'invite ceux qui croient que Duke Nukem 3D ce ne sont que les insultes et les références à refaire le jeu. Car c'est aussi un doom-like, bien qu'assez classique dans ses bases, parfaitement calibré et nerveux. Soit l'exact opposé de Duke Nukem Forever... qui est donc boiteux et mou.Pour ceux qui avait encore de l'espoir pour la partie multi je suis au regret de leur apprendre qu'à ce niveau là aussi DNF est une calamité. Maps étriqués et laides, équilibrage absent avec des armes surpuissantes qui empêche le moindre combat de durer plus de 2 secondes, pauvreté des modes jeu....Bref là encore Duke Nukem Forever n'assure même pas le minimum.DNF est décevant parce qu'il est mauvais et non l'inverse. La médiocrité (pour rester poli) du jeu en terme de game design, de level design, de sensation, etc... ne peut que sauter aux yeux. Bien sûr on a tous fait notre deuil de la tuerie potentielle dont on rêvait en éclatant notre acné, bien sûr qu'avec un développement aussi chaotique le résultat n'allait pas être génial. Ca tombe sous le sens de dire que personne ne s'attendait à un chef d'oeuvre. Ca tombe tellement sous le sens que je ne sais même pas pourquoi je prends la peine de le préciser. Ceci étant dit on était en droit d'attendre au moins un ""bon petit jeu"" correct et un peu sympathique... mais même ça on nous l'a retiré. Il faut se faire une raison : Duke Nukem Forever est exécrable à tous les points de vue, un ratage complet qui se paye le luxe incroyable d'avoir la gueule, malgré ses14 ans de gestation, d'un work in progress où rien n'est approfondi. Où rien n'a été fait correctement. Un titre qui ressemble à une suite d'ébauches juxtaposées de façon anarchique. Duke Nukem Forever est un jeu coincé entre deux époques : il n'a plus la nervosité de son aîné et peine clairement à offrir du spectaculaire millimétré comme ses collègues d'aujourd'hui. Le fait est qu'il n'est pas satisfaisant quelque soit le canevas auquel on le confronte : l'old school ou le moderne. DNF est tout simplement un mauvais jeu, voir un très mauvais jeu.",DN 2011,DN,0.013,0.025,0.962,-0.9054,NEGATIF
Duke Nukem Forever,Otakiron,3,Maybe might have needed more bubble gum ?,"Comment ne pas commencer cette critique sans évoquer l'attente interminable qu'a été celle de Duke Nukem Forever, titre victime de nombreuses moqueries, à juste titre d'ailleurs... (Qui a dit « Duke Nukem Fornever » ?)Aujourd'hui Duke Nukem est de retour, enfin ! Développement sempiternel, maintes fois repoussé, arrêté, repris... un historique laborieux.La série n'a pas connu beaucoup de jeux ou déclinaisons, mais suffisamment en tout cas pour répandre sa légende de gros beauf égocentrique obsédé. Un bel anti-héros, et ça marche ! La sauce prend. Et nous vouons tous quelque part un culte à Duke. Mais qu'en est-il aujourd'hui de cette arlésienne ? L'épisode DS ayant tenté de préparer le terrain pour la venue de DNF mais en vain, n'en parlons même pas, vu sa qualité...Bref, premier constat, c'est laid. On sent vraiment que le développement n'a pas été commencé sur les consoles HD, c'est sûr. Les textures sont immondes, la modélisation est dégueulasse, les animations de Duke dans le miroir sont à peu près comme celles de Duke Nukem 3D (oui, oui), les couleurs sont disgracieuses, etc, etc. Bon c'est pas grave, un jeu moche n'est pas un mauvais jeu, ayant toujours pensé qu'il manque aux tueries graphiques l'essentiel de ce qui constitue un bon jeu : le gameplay. Sachant que toute la prod passe en général dans la forme et pas dans le fond aujourd'hui... Enfin bref, ça ne m'a pas suffit pour m'arrêter là.Deuxième constat : la VF, et comme dirait l'autre : « need I say more ? » . C'est la voix du doubleur de Schwarzenegger (vous savez, celui qui était gouverneur de Californie là). Mais pas d'inquiétude, on peut la contourner en passant sa console en anglais. Au début, c'est surprenant, on se dit qu'on s'y fera, puis en fait non. C'est le stéréotype de la voix virile, et donc pas assez Duke ! Puisque par définition Duke est l'adjectif au dessus de « viril ».Troisième constat, et le plus important : le gameplay. C'est un FPS poussiéreux qui a vraiment mal encaissé le poids des années dans sa conception.Il y a les « jeux à l'ancienne », et les jeux « vieillots », DNF fait partie de la seconde catégorie. Et c'est ça le problème, j'ai l'impression de jouer à Duke Nukem 3D HD en fait, encore que c'est insultant pour lui. C'est plutôt mou, les gun fights ne sont pas vraiment passionnants et l'arsenal bien moins kiffant qu'auparavant, sans même le comparer aux standards actuels, ce serait trop méchant. Avant chaque niveau, vous mangerez du chargement comme j'en ai rarement vu ces derniers temps, à une époque où l'on stream des open-worlds de plusieurs dizaines de kilomètres en quelques secondes, ça l'affiche mal...Les autres éléments qui constituent le gameplay sont tristounets de classicisme. Ca ne me dérange pas les jeux « classiques » mais qu'ils soient au moins maitrisés. A vouloir recycler quelques codes récents de gameplay comme la barre de vie qui remonte toute seule, deux armes à la fois sur soi dont une seule vraiment utile, la conduite bidon..., pour montrer qu'on est dans l'air du temps, ça prend pas forcément non plus.La vie s'élargit également à mesure de certaines de vos actions, tout ce qui peut aider à augmenter l'égo quoi et donc : se regarder dans une glace, faire de la muscu, etc. Tous ces « minis-jeux » sont évidemment tous inintéressants puisqu'il suffit d'appuyer sur « A ». Mais c'est vrai qu'une fois rentré dans la légende « Duke Nukem Forever », parce que quand même c'en est une, on déchante clairement. Je parle même pas des combats à la main où Duke donne deux droites pour achever un alien, alors je sais bien que c'est un personnage avec lequel on peut tout se permettre vu que le mot d'ordre c'est l'exagération dans le but de nourrir son égo surdimensionné mais quand même, il y a un juste milieu et aujourd'hui on y croit moins.A ce propos, en parlant d'aliens, je ne sais pas exactement où en sont les études sur la vie extra-terrestre mais une chose est sûre, chez Gearbox, ils sont démunis de la moindre forme d'intelligence. En effet, l'IA est catastrophique, vous passez devant l'un d'entre eux et il se peut qu'il ne vous détecte même pas, et quand bien même c'était le cas, ils se contenteront de vous plomber sans la moindre subtilité. Enfin en même temps, c'est une espèce méconnue, et c'est pas bien de juger les gens, même les aliens.Mais paradoxalement, le jeu est plaisant en un sens. C'est vrai quoi, à une heure où toutes les licences perdent leur identité, DNF peut se vanter d'être au moins fidèle à lui-même dans ses valeurs de super-narcissique. Tout au long du jeu vous verrez de nombreuses allusions aux précédents Duke Nukem, puis à la gloire du héros aussi, dans la démesure, et ça cultive un peu plus son égo. Certes, ça a un côté masturbatoire, mais c'est sympa de replonger un peu dans le passé. Certains thèmes sonores y sont même repris. Tout le style Duke est là aussi, bon point. Ultra bourrin, humour gras, des boobs en veux-tu, etc. Même si à la longue ça parait lourdingue, j'en conviens. Enfin, pour conclure, qu'avons-nous ? Un mauvais jeu. Tout simplement. Un titre qui s'est trompé d'époque à tout point de vue. Un jeu qui est sorti au mauvais moment, sur les mauvaises machines, bien qu'il ait su cultiver son mythe au gré du temps : à diffuser des screens format timbre-poste une fois par an, à être repoussé, abandonné, repris etc... En tout cas, clairement, toujours pas assez abouti pour sortir parmi tous ces AAA, faisant passer le héros le plus narcissique et le plus confiant du jeu vidéo pour un vulgaire amateur, dépassé par son temps.Peut-être lui aurait-il fallu 14 années supplémentaires ? Ou peut-être que pour conserver son statut de légende, Duke Nukem Forever n'aurait tout simplement jamais du voir le jour. RIP Duke, et sans rancune.Les plus :● L'esprit Duke, quoi !● Les premières minutes de retrouvailles, touchantes● Certains boss● Les multiples références, visuelles ou sonoresLes moins : ● A ce niveau là, une légende qui sort n'est plus une légende, encore moins quand elle est ratée● Graphiquement d'un autre temps● Ludiquement pas bien loin non plus● La VF● Les chargements● Pas passionnant● Arsenal sans plus● Passera vite aux oubliettes, finalement...",DN 2011,DN,0.007,0.023,0.97,-0.86,NEGATIF
Duke Nukem Forever,drloser,4,"Solo distrayant, multi nul","Un solo pas terrible, mais divertissant : le gameplay pourrait être pas mal si le level design était centré autour des combats, mais la plupart des cartes sont des petits tableaux avec 2-3 gimmicks (railshooting, boss, véhicule) qui se bouclent en 10 minutes. En 6-7h, on se tape une trentaine de maps (24 chapitres) proposant chacune un gameplay très superficiel et finalement assez peu de combats. C'est mal fichu, mais ça réussi à être amusant de temps en temps. Il n'y a même pas de niveau avec le jetpack : à quoi ça rime ?Le multi est complètement nul : les serveurs dédiés existent, mais ne sont pas supportés, autant dire que vous n'en trouverez aucun. Si l'hôte de la partie se déconnecte, vous vous faites éjecter immédiatement. Enfin, le server browser est beaucoup trop lent à se mettre à jour. Une fois dans la partie, ce n'est pas beaucoup mieux : les niveaux sont moches et mal fichus, mention spécial au remake de Hollywood Hollocaust qui est beaucoup plus laid que l'original, et je vous assure que je n'exagère pas ! Quant au gameplay, les armes sont beaucoup trop puissantes et il n'y a ni armure ni trousse de soin, donc les combats se résolvent en 2 secondes chrono. En plus de ça, les maps sont à peu près aussi grandes que dans Duke3D, sauf qu'on y joue à 8 ce qui crée un joyeux bordel. On est très loin des parties de cache-caches de Duke 3D.Pas étonnant que le jeu ait été annulé il y a un an et demi. S'il n'y avait pas un peu d'humour et beaucoup de diversité, le jeu vaudrait 1 ou 2/10.",DN 2011,DN,0.018,0.041,0.942,-0.69,NEGATIF
Duke Nukem Forever,krawal,1,krawal,"J'aurais mille trucs à dire sur les 30 minutes que j'ai consacrées à Duke Nukem Forever, probablement parmi les plus scandaleuses que j'ai vécues en tant que joueur. Je ne vais dire qu'une seule chose afin de vous éviter de dépenser de l'argent inutilement (et moi de perdre mon temps) : Duke Nukem Forever est une véritable escroquerie de gameplay, le plus mauvais hommage à ce génial Duke Nukem 3D auquel je joue encore parfois en cachette. Et si ça ne plait pas aux fans de la licence comme moi, je me demande bien qui va bien pouvoir apprécier cette merde...",DN 2011,DN,0.0,0.057,0.943,-0.7184,NEGATIF
Duke Nukem Forever,Cl%C3%A9ment,2,"Médiocrité, j'écris ton nom","Etonnement, déception, consternation : triste triptyque qui résume l'expérience Duke Nukem Forever. Je n'ajouterai rien d'autre, à part peut-être que je m'étais rarement autant fait chier durant la première demi-heure d'un jeu. Et après, aussi. Pour tout dire, je ne l'ai même pas fini et je doute le finir un jour. L'antithèse du premier Duke. Honteux.",DN 2011,DN,0.0,0.077,0.923,-0.5423,NEGATIF
